mesh_hash,mesh_name,mesh_material_field_offset,mat_hash,mat_name,occurrences,unique_pack_count,context_variant_count,context_dependent,serialized_pointer_values,example_packs
0X0035F83E,itm_lizard_spit000,0x00000080,0X13ECA6E2,itm_lizard_spit02 - default,10,10,1,0,0x00000000|0x00000028|0x00000034|0x00000084|0x000000C0|0x000000D8|0x000001C8,CITY_LIZARD_HEAVY.PCPACK|CITY_LIZARD_LIGHT.PCPACK|LOCATION_CONNORS_1.PCPACK|LOCATION_CONNORS_4.PCPACK|STORY_LIZARD_1_PACK1.PCPACK|STORY_LIZARD_1_PACK2.PCPACK|STORY_LIZARD_1_PACK4.PCPACK|STORY_LIZARD_2.PCPACK
0X004AA050,ma1i15_col_doorblocker000,0x00000080,0X41E20953,ma1i15_col_doorblockermetal,1,1,1,0,0x000009A4,STORY_MAD_BOMBER_1_STUFF.PCPACK
0X004CA0AC,s_blg_balcony_orn000,0x00000090,0X22B7D0F9,s_blg_balcony_ornbalconymain0,4,4,1,0,0x000005BC|0x0000064C|0x000006E8|0x0000091C,H08.PCPACK|J17.PCPACK|M17.PCPACK|MEGACITY_STRIP_L.PCPACK
0X004CA0AC,s_blg_balcony_orn000,0x00000130,0X22B7D0FA,s_blg_balcony_ornbalconymain1,4,4,1,0,0x000005E4|0x00000674|0x00000710|0x00000944,H08.PCPACK|J17.PCPACK|M17.PCPACK|MEGACITY_STRIP_L.PCPACK
0X004CA0AC,s_blg_balcony_orn000,0x000001D0,0X22B7D0FB,s_blg_balcony_ornbalconymain2,4,4,1,0,0x0000060C|0x0000069C|0x00000738|0x0000096C,H08.PCPACK|J17.PCPACK|M17.PCPACK|MEGACITY_STRIP_L.PCPACK
0X004CA0AC,s_blg_balcony_orn000,0x00000270,0X22B7D0FC,s_blg_balcony_ornbalconymain3,4,4,1,0,0x00000634|0x000006C4|0x00000760|0x00000994,H08.PCPACK|J17.PCPACK|M17.PCPACK|MEGACITY_STRIP_L.PCPACK
0X00560835,mc5i01_girder_base000,0x00000080,0X234AA42C,mc5i01_girder_basemc5i01_girder_baseonly,1,1,1,0,0x00000578,MEGACITY_STRIP_MC5.PCPACK
0X007D7E26,grk_res_pd_lw_brk_2p4a000,0x00000080,0X62F74542,grk_res_pd_lw_brk_2p4atesttilemap,1,1,1,0,0x0000A584,MEGACITY.PCPACK
0X007E0A87,grk_res_pd_lw_brk_2p4b000,0x00000080,0X93EAA2A3,grk_res_pd_lw_brk_2p4btesttilemap,1,1,1,0,0x0000F760,MEGACITY.PCPACK
0X007E96E8,grk_res_pd_lw_brk_2p4c000,0x00000080,0XC4DE0004,grk_res_pd_lw_brk_2p4ctesttilemap,1,1,1,0,0x00014270,MEGACITY.PCPACK
0X007F2349,grk_res_pd_lw_brk_2p4d000,0x00000080,0XF5D15D65,grk_res_pd_lw_brk_2p4dtesttilemap,1,1,1,0,0x00018A54,MEGACITY.PCPACK
0X007FAFAA,grk_res_pd_lw_brk_2p4e000,0x00000080,0X26C4BAC6,grk_res_pd_lw_brk_2p4etesttilemap,1,1,1,0,0x00004714,MEGACITY.PCPACK
0X00803C0B,grk_res_pd_lw_brk_2p4f000,0x00000080,0X57B81827,grk_res_pd_lw_brk_2p4ftesttilemap,1,1,1,0,0x000092AC,MEGACITY.PCPACK
0X0080C86C,grk_res_pd_lw_brk_2p4g000,0x00000080,0X88AB7588,grk_res_pd_lw_brk_2p4gtesttilemap,1,1,1,0,0x0000E534,MEGACITY.PCPACK
0X008154CD,grk_res_pd_lw_brk_2p4h000,0x00000080,0XB99ED2E9,grk_res_pd_lw_brk_2p4htesttilemap,43,43,1,0,0x000008CC|0x00000CA8|0x000011F8|0x00001238|0x0000123C|0x00001318|0x00001328|0x000014E8|0x00001530|0x0000158C|0x0000159C|0x0000164C|0x0000165C|0x0000167C|0x000017B4|0x000017DC|0x0000180C|0x000018A8|0x000018CC|0x000018F8|0x00001B78|0x00001C44|0x00001C6C|0x00001D54|0x00001DB8|0x00001DF4|0x00001DFC|0x00001EE8|0x00002200|0x0000223C|0x00002378|0x0000240C|0x00002498|0x000024D0|0x00002588|0x000025D0|0x000025F8|0x00002910|0x000029A0|0x00002B14|0x00002BDC|0x00002E4C,G15.PCPACK|G19.PCPACK|H03.PCPACK|H06.PCPACK|H07.PCPACK|H08.PCPACK|H09.PCPACK|H15.PCPACK
0X0081E12E,grk_res_pd_lw_brk_2p4i000,0x00000080,0XEA92304A,grk_res_pd_lw_brk_2p4itesttilemap,43,43,1,0,0x00000B44|0x00000F6C|0x0000164C|0x0000173C|0x0000189C|0x000018F8|0x000019A4|0x00001A40|0x00001B6C|0x00001BDC|0x00001CE0|0x00001D54|0x00001D90|0x00001DCC|0x00001E4C|0x00001E70|0x0000201C|0x00002104|0x00002134|0x00002210|0x000024A0|0x000024C0|0x000025EC|0x0000265C|0x0000269C|0x0000282C|0x00002898|0x000028DC|0x00002914|0x00002B10|0x00002B88|0x00002C48|0x00002CE8|0x00002F08|0x00002F98|0x00002FD4|0x00002FFC|0x00003298|0x000035A8|0x000035C0|0x00003610|0x00003B08,G15.PCPACK|G19.PCPACK|H03.PCPACK|H06.PCPACK|H07.PCPACK|H08.PCPACK|H09.PCPACK|H15.PCPACK
0X00826D8F,grk_res_pd_lw_brk_2p4j000,0x00000080,0X1B858DAB,grk_res_pd_lw_brk_2p4jtesttilemap,43,43,1,0,0x000000F8|0x000001A0|0x000001C4|0x0000024C|0x000002C4|0x000002D0|0x000002D4|0x000002E8|0x00000304|0x0000030C|0x00000330|0x00000384|0x000003A0|0x000003B0|0x00000404|0x00000430|0x0000048C|0x000004B4|0x000004BC|0x000004DC|0x0000050C|0x00000510|0x00000518|0x00000524|0x0000052C|0x00000540|0x00000548|0x00000564|0x0000058C|0x00000598|0x0000059C|0x000005C4|0x000005C8|0x000005EC|0x00000614|0x00000638|0x00000680|0x00000714|0x00000774|0x000007D8|0x00000810,G15.PCPACK|G19.PCPACK|H03.PCPACK|H06.PCPACK|H07.PCPACK|H08.PCPACK|H09.PCPACK|H15.PCPACK
0X00838651,grk_res_pd_lw_brk_2p4l000,0x00000080,0X7D6C486D,grk_res_pd_lw_brk_2p4ltesttilemap,43,43,1,0,0x000005A8|0x00000A30|0x00000A3C|0x00000B08|0x00000BEC|0x00000D8C|0x00000E64|0x00000ED4|0x00000EF8|0x00000F6C|0x00000F74|0x00000FAC|0x00000FCC|0x00000FE4|0x00001014|0x00001028|0x00001094|0x000011B4|0x000011C4|0x000011D0|0x000011F8|0x000012F8|0x00001304|0x00001350|0x0000138C|0x000013BC|0x00001478|0x000014A4|0x0000155C|0x00001578|0x000017A8|0x00001838|0x0000183C|0x000018C8|0x000019C8|0x00001A4C|0x00001AC0|0x00001AF0|0x00001B0C|0x00001B90|0x00001D24|0x00001DB0|0x000021A4,G15.PCPACK|G19.PCPACK|H03.PCPACK|H06.PCPACK|H07.PCPACK|H08.PCPACK|H09.PCPACK|H15.PCPACK
0X00942DDF,j08i01_facade000,0x000000B0,0XC8910054,j08i01_facadej08_panahide_ext_brick,1,1,1,0,0x00001BB4,J08.PCPACK
0X00942DDF,j08i01_facade000,0x00000150,0X3D5059ED,j08i01_facadej08_panahide_extconc,1,1,1,0,0x000008B4,J08.PCPACK
0X00942DDF,j08i01_facade000,0x000001F0,0XE80B2A7D,j08i01_facadej08_panahide_extmetal,1,1,1,0,0x00002058,J08.PCPACK
0X00942DDF,j08i01_facade000,0x00000290,0XE70ECA30,j08i01_facadej08_panahide_ext_glas,1,1,1,0,0x00002008,J08.PCPACK
0X00942DDF,j08i01_facade000,0x00000330,0XE75CB1C4,j08i01_facadej08_panahide_extlightb,1,1,1,0,0x00002030,J08.PCPACK
0X00942DDF,j08i01_facade000,0x000003D0,0XD0AD0B0A,j08i01_facadej08_panahide_extbright,1,1,1,0,0x00001C84,J08.PCPACK
0X00942DDF,j08i01_facade000,0x00000470,0X7AC536A2,j08i01_facademetal,1,1,1,0,0x00001020,J08.PCPACK
0X00942DDF,j08i01_facade000,0x00000510,0XC4DF67AD,j08i01_facadeglass479,1,1,1,0,0x00001A2C,J08.PCPACK
0X00B60C1E,md2_s_phone000,0x00000080,0X3D63D9D6,md2_s_phonemd2i03_phone,1,1,1,0,0x00000D20,MEGACITY_STRIP_MD2.PCPACK
0X00B80845,k17_rf_billboarda000,0x000000A0,0XFEF3EACE,k17_rf_billboardak17_rf_billboarda_metal2,1,1,1,0,0x00002FE0,K17.PCPACK
0X00B80845,k17_rf_billboarda000,0x00000140,0XFEF3EACF,k17_rf_billboardak17_rf_billboarda_metal3,1,1,1,0,0x00003008,K17.PCPACK
0X00B80845,k17_rf_billboarda000,0x000001E0,0XADF84A5A,k17_rf_billboardak17_rf_billboarda_sign,1,1,1,0,0x000021B8,K17.PCPACK
0X00B80845,k17_rf_billboarda000,0x00000280,0XFEF3EACD,k17_rf_billboardak17_rf_billboarda_metal1,1,1,1,0,0x00002FB8,K17.PCPACK
0X00B80845,k17_rf_billboarda000,0x00000320,0XFEF3EAD0,k17_rf_billboardak17_rf_billboarda_metal4,1,1,1,0,0x00003030,K17.PCPACK
0X00B80845,k17_rf_billboarda000,0x000003C0,0X6C82E9C1,k17_rf_billboardak17_rf_billboarda_light,1,1,1,0,0x0000152C,K17.PCPACK
0X00B92107,k17_rf_billboardc000,0x000000A0,0X2FA83A92,k17_rf_billboardck17_rf_billboardc_metal2,1,1,1,0,0x000006D8,K17.PCPACK
0X00B92107,k17_rf_billboardc000,0x00000140,0X2FA83A93,k17_rf_billboardck17_rf_billboardc_metal3,1,1,1,0,0x00000700,K17.PCPACK
0X00B92107,k17_rf_billboardc000,0x000001E0,0X575D3585,k17_rf_billboardck17_rf_billboardc_ads,1,1,1,0,0x00001178,K17.PCPACK
0X00B92107,k17_rf_billboardc000,0x00000280,0XA45A6E60,k17_rf_billboardck17_rf_billboardc_metal,1,1,1,0,0x00002048,K17.PCPACK
0X00B92107,k17_rf_billboardc000,0x00000320,0X2FA83A94,k17_rf_billboardck17_rf_billboardc_metal4,1,1,1,0,0x00000728,K17.PCPACK
0X00B92107,k17_rf_billboardc000,0x000003C0,0XA44A5105,k17_rf_billboardck17_rf_billboardc_light,1,1,1,0,0x00001FF8,K17.PCPACK
0X00BDCC7F,s_dispns_newsp000,0x00000090,0X5B3B1EBD,s_dispns_newspdispnsnews00,1,1,1,0,0x00009A84,MEGACITY.PCPACK
0X00BDCC7F,s_dispns_newsp000,0x00000130,0X5B3B1EBF,s_dispns_newspdispnsnews02,1,1,1,0,0x00009AD4,MEGACITY.PCPACK
0X00BDCC7F,s_dispns_newsp000,0x000001D0,0X5B3B1EBE,s_dispns_newspdispnsnews01,1,1,1,0,0x00009AAC,MEGACITY.PCPACK
0X0119514A,itm_violin000,0x000000B0,0X0CCF4B7C,itm_violinguitar_grey,1,1,1,0,0x000001D4,M20I02.PCPACK
0X0119514A,itm_violin000,0x00000150,0X765BB80D,itm_violinguitar_dkwood,1,1,1,0,0x00000658,M20I02.PCPACK
0X0119514A,itm_violin000,0x000001F0,0X0CCF9FF7,itm_violinguitar_head,1,1,1,0,0x000001FC,M20I02.PCPACK
0X0119514A,itm_violin000,0x00000290,0X0CCC80B3,itm_violinguitar_body,1,1,1,0,0x000001AC,M20I02.PCPACK
0X0119514A,itm_violin000,0x00000330,0X99F91E7C,itm_violinguitar_string,1,1,1,0,0x00000790,M20I02.PCPACK
0X0119514A,itm_violin000,0x000003D0,0X744B1DCE,itm_violinguitar_copper,1,1,1,0,0x00000630,M20I02.PCPACK
0X0119514A,itm_violin000,0x00000470,0XA65AE2C2,itm_violinguitar_black,1,1,1,0,0x00000838,M20I02.PCPACK
0X013BA15F,sub_a_centerwire10m000,0x00000080,0X0FACC6B7,sub_a_centerwire10msub_a_centerrail10m_smalltube,1,1,1,0,0x00000140,MEGACITY_STRIP_SUB_AB.PCPACK
0X0142F28C,mb2i03_ante_conv_grind000,0x000000B0,0X4C308959,mb2i03_ante_conv_grindmb2_s_metal02_wheelb,1,1,1,0,0x00000AE0,MEGACITY_STRIP_MB2.PCPACK
0X0142F28C,mb2i03_ante_conv_grind000,0x00000150,0XD10A67C7,mb2i03_ante_conv_grindgrinder_bodymetal,1,1,1,0,0x00001DC0,MEGACITY_STRIP_MB2.PCPACK
0X0142F28C,mb2i03_ante_conv_grind000,0x000001F0,0X8C533AD6,mb2i03_ante_conv_grindgrinder_vents,1,1,1,0,0x000011E8,MEGACITY_STRIP_MB2.PCPACK
0X0142F28C,mb2i03_ante_conv_grind000,0x00000290,0X4C831DA2,mb2i03_ante_conv_grindmb2_s_metal01,1,1,1,0,0x00000B04,MEGACITY_STRIP_MB2.PCPACK
0X0142F28C,mb2i03_ante_conv_grind000,0x00000330,0X57218F35,mb2i03_ante_conv_grindmb2_s_metal01_grind,1,1,1,0,0x00000BEC,MEGACITY_STRIP_MB2.PCPACK
0X0142F28C,mb2i03_ante_conv_grind000,0x000003D0,0X78F9A21D,mb2i03_ante_conv_grindmb2_s_oxytanka,1,1,1,0,0x00000F64,MEGACITY_STRIP_MB2.PCPACK
0X0142F28C,mb2i03_ante_conv_grind000,0x00000470,0XAEBE6B38,mb2i03_ante_conv_grindoragne,1,1,1,0,0x00001A10,MEGACITY_STRIP_MB2.PCPACK
0X0142F28D,mb2i03_ante_conv_grind001,0x00000080,0X5FEEB477,mb2i03_ante_conv_grindmb2_s_metal01_wheela,1,1,1,0,0x00000CBC,MEGACITY_STRIP_MB2.PCPACK
0X0142F28E,mb2i03_ante_conv_grind002,0x00000080,0X4C831DA2,mb2i03_ante_conv_grindmb2_s_metal01,1,1,1,0,0x00000B04,MEGACITY_STRIP_MB2.PCPACK
0X0142F28E,mb2i03_ante_conv_grind002,0x00000120,0X4C308959,mb2i03_ante_conv_grindmb2_s_metal02_wheelb,1,1,1,0,0x00000AE0,MEGACITY_STRIP_MB2.PCPACK
0X014C2A36,ma4_s_oiltanka000,0x00000080,0XFD998D4C,ma4_s_oiltankama4_s_oiltanka,1,1,1,0,0x00004744,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x000000B0,0X5A92E37B,ma4_s_oiltankbma4_s_oiltankb_tank_01,1,1,1,0,0x000019FC,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x00000150,0X49773152,ma4_s_oiltankbma4_s_oiltankb_metal_3,1,1,1,0,0x00001498,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x000001F0,0XCFAD2FEF,ma4_s_oiltankbma4_s_oiltankb_y_stripes_a,1,1,1,0,0x000039E4,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x00000290,0X73B859A2,ma4_s_oiltankbma4_s_oiltankb_a_metal_c,1,1,1,0,0x00002010,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x00000330,0X785D5B60,ma4_s_oiltankbma4_s_oiltankb_metal_01,1,1,1,0,0x000021D8,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x000003D0,0X825AEDC9,ma4_s_oiltankbma4_s_oiltankb_diamond_a,1,1,1,0,0x0000247C,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x00000470,0X02E95BEB,ma4_s_oiltankbma4_s_oiltankb_sighn_death,1,1,1,0,0x0000014C,MEGACITY_STRIP_MA4.PCPACK
0X014CB697,ma4_s_oiltankb000,0x00000510,0X49773151,ma4_s_oiltankbma4_s_oiltankb_metal_2,1,1,1,0,0x00001470,MEGACITY_STRIP_MA4.PCPACK
0X014D3E12,sew_f10_tank000,0x00000090,0X5E6FA342,sew_f10_tanktank 2,1,1,1,0,0x00000AB0,SEW_F10.PCPACK
0X014D3E12,sew_f10_tank000,0x00000130,0X5E6FA343,sew_f10_tanktank 3,1,1,1,0,0x00000AD8,SEW_F10.PCPACK
0X014D3E12,sew_f10_tank000,0x000001D0,0X5E6FA341,sew_f10_tanktank 1,1,1,1,0,0x00000A88,SEW_F10.PCPACK
0X014D3E13,sew_f10_tank001,0x00000080,0X5E6FA343,sew_f10_tanktank 3,1,1,1,0,0x00000AD8,SEW_F10.PCPACK
0X014D3E14,sew_f10_tank002,0x00000080,0X5E6FA343,sew_f10_tanktank 3,1,1,1,0,0x00000AD8,SEW_F10.PCPACK
0X014D3E15,sew_f10_tank003,0x00000080,0X5E6FA343,sew_f10_tanktank 3,1,1,1,0,0x00000AD8,SEW_F10.PCPACK
0X014D3E16,sew_f10_tank004,0x00000090,0X5E6FA343,sew_f10_tanktank 3,1,1,1,0,0x00000AD8,SEW_F10.PCPACK
0X014D3E16,sew_f10_tank004,0x00000130,0X5E6FA342,sew_f10_tanktank 2,1,1,1,0,0x00000AB0,SEW_F10.PCPACK
0X014D3E16,sew_f10_tank004,0x000001D0,0X5E6FA341,sew_f10_tanktank 1,1,1,1,0,0x00000A88,SEW_F10.PCPACK
0X014D42F8,ma4_s_oiltankc000,0x00000080,0XECA31151,ma4_s_oiltankcma4_s_oiltankc_02,1,1,1,0,0x00004300,MEGACITY_STRIP_MA4.PCPACK
0X014D42F8,ma4_s_oiltankc000,0x00000120,0XECA31150,ma4_s_oiltankcma4_s_oiltankc_01,1,1,1,0,0x000042D8,MEGACITY_STRIP_MA4.PCPACK
0X014DCF59,ma4_s_oiltankd000,0x00000080,0XE76FD692,ma4_s_oiltankdma4_s_oiltankd,1,1,1,0,0x000041EC,MEGACITY_STRIP_MA4.PCPACK
0X0151F3F3,mc2i09_entrance000,0x000000A0,0X2D754A0C,mc2i09_entrancemc2i09_floortrim_entr,1,1,1,0,0x00000680,MC2I09.PCPACK
0X0151F3F3,mc2i09_entrance000,0x00000140,0X633DAC91,mc2i09_entrancemc2i09_conc_entr,1,1,1,0,0x00000EE8,MC2I09.PCPACK
0X0151F3F3,mc2i09_entrance000,0x000001E0,0X1243FF9F,mc2i09_entrancemc2i09_danger_entr,1,1,1,0,0x00000258,MC2I09.PCPACK
0X0151F3F3,mc2i09_entrance000,0x00000280,0X8E481E75,mc2i09_entrancemc2i09_metal4_entr,1,1,1,0,0x00001214,MC2I09.PCPACK
0X0151F3F3,mc2i09_entrance000,0x00000320,0X7008CA66,mc2i09_entrancemc2i09_light_entr,1,1,1,0,0x00001000,MC2I09.PCPACK
0X0151F3F3,mc2i09_entrance000,0x000003C0,0XECD74396,mc2i09_entrancemc2i09_supp_entr,1,1,1,0,0x00001968,MC2I09.PCPACK
0X0157F5F5,k03se_wireturn000,0x00000080,0X4A716FCA,k03se_wireturnk03se_wireturn,1,1,1,0,0x00000424,K03SE.PCPACK
0X015F1B09,k19_open_door000,0x00000090,0XCD2E187F,k19_open_doors_mat_metal_01,1,1,1,0,0x00000E88,K19.PCPACK
0X015F1B09,k19_open_door000,0x00000130,0X33725046,k19_open_doors_mat_glass_01,1,1,1,0,0x00000470,K19.PCPACK
0X015F1B09,k19_open_door000,0x000001D0,0X707E0C87,k19_open_doork19_gcs_doorway_glass,1,1,1,0,0x00000918,K19.PCPACK
0X015F1B0A,k19_open_door001,0x00000090,0XCD2E187F,k19_open_doors_mat_metal_01,1,1,1,0,0x00000E88,K19.PCPACK
0X015F1B0A,k19_open_door001,0x00000130,0X33725046,k19_open_doors_mat_glass_01,1,1,1,0,0x00000470,K19.PCPACK
0X015F1B0A,k19_open_door001,0x000001D0,0X707E0C87,k19_open_doork19_gcs_doorway_glass,1,1,1,0,0x00000918,K19.PCPACK
0X016458D8,sew_f_roomf_grate000,0x00000080,0XC6ECCF90,sew_f_roomf_gratesew_f_roomf_grate,1,1,1,0,0x00001710,SEW_F10.PCPACK
0X0169EF4A,itm_kravengun000,0x00000080,0XD1459434,itm_kravengunitm_kravengun,3,3,1,0,0x00000530|0x00000CE4|0x0000133C,STORY_CUT_MB04.PCPACK|STORY_LIZARD_3_GENERAL_PACK.PCPACK|STORY_LIZARD_3_KRAVEN_PACK.PCPACK
0X01706BF9,l07i02_booka000,0x00000080,0X0E0BC433,l07i02_bookaplaceholker,1,1,1,0,0x00000358,MEGACITY_STRIP_L.PCPACK
0X01738160,sew_f06_90pipe000,0x00000080,0XFA7604F2,sew_f06_90pipesew_f06_90pipe_metal,1,1,1,0,0x00003088,SEW_FAUX.PCPACK
0X01738160,sew_f06_90pipe000,0x00000120,0X3DE8985B,sew_f06_90pipesew_f06_90pipe_trim,1,1,1,0,0x00000F94,SEW_FAUX.PCPACK
0X01841C8C,p05_final_lod000,0x00000080,0X7F29F4E0,p05_final_lodroad_lod,1,1,1,0,0x0000D72C,MEGACITY.PCPACK
0X01841C8C,p05_final_lod000,0x00000100,0XE78073DB,p05_final_lodvertcolorlod,1,1,1,0,0x00017548,MEGACITY.PCPACK
0X019DF7D5,ma1_rubblepilea000,0x00000090,0X1EF2DC63,ma1_rubblepileama1_dam_tile_floor,1,1,1,0,0x0000050C,MA1I02.PCPACK
0X019DF7D5,ma1_rubblepilea000,0x00000130,0X1F7FDEF0,ma1_rubblepileama1_dam_rubble,1,1,1,0,0x00000518,MA1I02.PCPACK
0X019DF7D5,ma1_rubblepilea000,0x000001D0,0XC051AB0F,ma1_rubblepileama1i12_cealing_tile,1,1,1,0,0x00001E68,MA1I02.PCPACK
0X01C2FD2F,md2i01_creaturepiano_b000,0x00000080,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD30,md2i01_creaturepiano_b001,0x00000080,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD31,md2i01_creaturepiano_b002,0x00000080,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD32,md2i01_creaturepiano_b003,0x00000080,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD33,md2i01_creaturepiano_b004,0x00000080,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD34,md2i01_creaturepiano_b005,0x00000080,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD35,md2i01_creaturepiano_b006,0x00000090,0X82375BD9,md2i01_creaturepiano_bmd2i01_cp_keys,1,1,1,0,0x00001810,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD35,md2i01_creaturepiano_b006,0x00000130,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD35,md2i01_creaturepiano_b006,0x000001D0,0X27817B07,md2i01_creaturepiano_bmd2i01_cp_strings,1,1,1,0,0x00000848,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD35,md2i01_creaturepiano_b006,0x00000270,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD36,md2i01_creaturepiano_b007,0x00000080,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD37,md2i01_creaturepiano_b008,0x00000080,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD38,md2i01_creaturepiano_b009,0x00000080,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD50,md2i01_creaturepiano_b010,0x00000090,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD50,md2i01_creaturepiano_b010,0x00000130,0X0A2ADD78,md2i01_creaturepiano_bmd2i01_cp_wood02,1,1,1,0,0x00000258,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD50,md2i01_creaturepiano_b010,0x000001D0,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD51,md2i01_creaturepiano_b011,0x00000080,0X82375BD9,md2i01_creaturepiano_bmd2i01_cp_keys,1,1,1,0,0x00001810,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD51,md2i01_creaturepiano_b011,0x00000120,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD52,md2i01_creaturepiano_b012,0x00000080,0X0A2ADD78,md2i01_creaturepiano_bmd2i01_cp_wood02,1,1,1,0,0x00000258,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD52,md2i01_creaturepiano_b012,0x00000120,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD53,md2i01_creaturepiano_b013,0x00000080,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD53,md2i01_creaturepiano_b013,0x00000120,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD54,md2i01_creaturepiano_b014,0x00000090,0X0A2ADD77,md2i01_creaturepiano_bmd2i01_cp_wood01,1,1,1,0,0x00000234,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD54,md2i01_creaturepiano_b014,0x00000130,0X82355323,md2i01_creaturepiano_bmd2i01_cp_gold,1,1,1,0,0x000017EC,MEGACITY_STRIP_MD2.PCPACK
0X01C2FD54,md2i01_creaturepiano_b014,0x000001D0,0X0A2ADD79,md2i01_creaturepiano_bmd2i01_cp_wood03,1,1,1,0,0x0000027C,MEGACITY_STRIP_MD2.PCPACK
0X01D14E4C,r03_rf_pipec000,0x00000080,0X4C612D6E,r03_rf_pipecr03_pipe_1,1,1,1,0,0x00001040,MEGACITY_STRIP_R.PCPACK
0X01D6B65E,q05se_bathtrash000,0x00000080,0XA38AFC4C,q05se_bathtrashq05se_btrash_body,1,1,1,0,0x00000A58,Q05SE.PCPACK
0X01D6B65E,q05se_bathtrash000,0x00000120,0X14FCE8BD,q05se_bathtrashq05se_btrash_cover,1,1,1,0,0x000000AC,Q05SE.PCPACK
0X02026A85,md2_s_a000,0x00000080,0X0AD751C3,md2_s_amd2_s_vic_cushion,1,1,1,0,0x000002A0,MEGACITY_STRIP_MD2.PCPACK
0X02026A85,md2_s_a000,0x00000120,0XBAD8932D,md2_s_amd2_s_vicchairwd_a,1,1,1,0,0x00002168,MEGACITY_STRIP_MD2.PCPACK
0X020E468D,sube04_connector000,0x00000090,0X0316E865,sube04_connectorsub_e01_connector_tube,1,1,1,0,0x00000000,SUB_E04.PCPACK
0X020E468D,sube04_connector000,0x00000130,0X3E4C77FF,sube04_connectorsub_e01_connectorbox,1,1,1,0,0x00000458,SUB_E04.PCPACK
0X020E468D,sube04_connector000,0x000001D0,0X5EC21977,sube04_connectorsube01_connector_downbox,1,1,1,0,0x000006B0,SUB_E04.PCPACK
0X021979E6,g19i01_fusebox_a000,0x00000080,0XABD2D52C,g19i01_fusebox_ag19i01_fusebox_a_01,2,2,1,0,0x00000898|0x00001DC8,G19I01.PCPACK|SUB_A03KT.PCPACK
